digit,fill_rate,inv_clusters,enclosed_ratio,p0x,p0y,a0,d0,p1x,p1y,a1,d1,p2x,p2y,a2,d2
0,0.43962848297213625,2,1.9876160990712075,6,22,1.3258176636680323,6.666666666666669,13,8,-2.7468015338900322,-1.4142135623730951,20,16,-2.4558631426835071,4.038873605350878
7,0.27751196172248804,1,3.473684210526316,12,7,-2.4980915447965089,-2.1360009363293826,13,22,-2.7430702079233731,1.118033988749895,18,12,-2.4668517113662407,2.692582403567252
5,0.5727554179566563,2,1.8544891640866874,7,14,1.5461099847392972,6.363961030678928,15,4,2.6546934217785245,-9.031195934094221,16,23,-1.8370483759458218,13.12466930800333
8,0.38596491228070173,3,2.364912280701754,17,19,-2.1036402144142854,5.187310187705289,16,5,-1.8692952583810758,-5.711985369335618,11,23,-1.940129984468522,3.5462726041177453
6,0.3391812865497076,2,1.9532163742690059,9,13,1.6220334941983154,-6.85160159703149,16,8,-2.9521124957086462,0.8602325267042606,16,19,-1.6359214901292825,6.19293952820468
2,0.42105263157894735,1,2.329824561403509,13,4,-2.3561944901923448,-4.491600159481451,15,14,-2.4699864973360532,2.3957135555159015,11,18,-2.1763409903998667,-13.115046490365346
0,0.5290858725761773,2,1.6426592797783934,5,19,1.8646656618273643,5.708789519484649,13,4,-1.8157749899217608,-13.636020060263192,23,19,-1.8650308919060843,6.149186938124422
2,0.3622291021671827,1,2.065015479876161,15,15,-2.6043079392890216,2.1032382440206603,8,6,-2.4980915447965089,-3.1320919526731648,16,23,-2.3561944901923448,4.838984700223187
3,0.34210526315789475,1,1.9502923976608186,15,5,2.6011731533192091,-3.607717422415453,16,8,1.5707963267948966,-6.349872472599984,12,23,-2.6642472712161211,3.1622776601683795
6,0.5406698564593302,1,3.210526315789474,14,7,-2.0344439357957027,2.8793777672494825,21,17,-1.6475682180646747,4.714526208391946,11,21,1.6614562139956417,4.833218389437827
9,0.45933014354066987,2,3.291866028708134,12,22,-2.2142974355881808,2.3035022137995855,18,12,1.3876855095324125,-9.486832980505138,18,6,1.4464413322481351,-5.80249379494393
9,0.569377990430622,2,3.1818181818181817,12,8,1.4501726582147938,5.797509043642029,9,14,1.9756881130799799,10.581713294641846,15,22,-2.3561944901923448,2.7950849718747373
7,0.3980263157894737,1,2.1809210526315788,20,8,1.4464413322481351,-5.833333333333334,6,7,-1.7861540264926346,-4.47213595499958,17,26,-1.6814535479687922,4.118252056394797
8,0.34365325077399383,3,2.08359133126935,18,11,1.9237867146218071,-14.417652826231858,10,16,1.3734007669450159,-10.307764064044152,20,11,-1.3597029935721501,10.823152267246359
9,0.41148325358851673,2,3.339712918660287,17,20,2.9441970937399127,3.0123711865056166,8,18,1.4288992721907325,5.1613951602255765,15,6,1.5495229407708353,-6.429115509505791
4,0.3622291021671827,1,2.065015479876161,15,11,-1.8337910584758161,-4.936046458177019,15,19,-2.5393053074548293,-1.3517939705352726,14,13,-1.7706249718678868,8.464174414596503
9,0.4574898785425101,2,2.716599190283401,8,12,-1.7273982037769118,-4.347043837305622,21,8,1.6756732655251305,-19.09476368012969,11,15,-1.7161063374305987,-7.082907943797678
2,0.4070175438596491,2,2.343859649122807,13,22,-1.7051177687478651,9.47564291443991,11,7,2.2218730482393765,-3.68932393686311,17,16,1.8157749899217608,10.163945352271767
1,0.4842105263157895,1,7.768421052631579,17,20,1.8157749899217608,-2.1213203435596424,12,6,-2.3561944901923448,-2.1081851067789192,14,14,2.5535900500422257,-2.080031396937291
3,0.45933014354066987,1,3.291866028708134,15,5,1.6475682180646747,-9.987839828733964,8,24,1.6183794300718799,10.672142619885356,18,11,1.2120256565243244,-7.5
1,0.5789473684210527,1,7.673684210526316,13,10,-1.4464413322481351,-6.18465843842649,13,23,-1.5707963267948966,2.692582403567252,16,7,-2.3561944901923448,1.6155494421403511
1,0.3391812865497076,1,4.245614035087719,10,20,-2.1587989303424644,-1.7492855684535913,16,6,-2.3561944901923448,-2.10818510677892,15,15,-2.1587989303424644,2.719918966379968
4,0.3263157894736842,1,2.424561403508772,21,13,-1.7359450042095235,4.807401700618653,13,15,-1.7247409912532465,5.6365868316837915,15,19,-2.5636907166275478,7.5374067158406675
9,0.45454545454545453,2,3.2966507177033493,18,16,-2.677945044588987,3.092329219213245,13,5,-1.5707963267948966,-7.9056941504209455,9,24,1.3734007669450157,4.001952648395529
1,1.087719298245614,1,12.666666666666666,13,9,1.5707963267948966,2.692582403567252,12,21,2.1112158270654806,5.068968775248517,13,16,1.5707963267948966,3.1622776601683795
4,0.3355263157894737,1,2.2434210526315788,22,17,-1.4025895549378105,26.63217039597036,20,10,-2.677945044588987,2.5609845714702466,6,16,1.469692955058598,11.853928673650774
4,0.38011695906432746,2,1.912280701754386,21,20,-1.5707963267948966,11.229000398703628,20,5,1.3499675570655483,-24.622195271746182,10,18,-1.4168516623365466,6.041666666666666
2,0.3765182186234818,1,2.7975708502024292,20,18,2.4805494847391065,7.043077329662435,15,18,-1.5707963267948966,4.546943355436816,12,6,1.7126933813990606,-5.745167051047729
6,0.4868421052631579,2,2.9517543859649122,9,14,-2.459276098715045,-6.5896594078230715,15,4,-2.5948038127005457,-1.4583333333333344,13,21,1.4288992721907325,5.038911092686593
3,0.36403508771929827,1,3.074561403508772,13,11,1.5889761418678749,-6.149186938124422,15,11,-1.26274354577112,22.17120880782101,16,24,-1.7894652726688385,13.686215693170986
7,0.3562753036437247,1,2.817813765182186,18,12,2.1587989303424644,-4.2163702135578385,8,7,-2.5535900500422257,-2.576941016011038,14,20,-2.3239476077570913,-2.23606797749979
7,0.26720647773279355,1,2.9068825910931175,16,15,-2.819842099193151,-0.7373421657465082,13,8,-2.2355708216122423,-3.512186902933648,10,22,-2.819842099193151,-0.7373421657465132
4,0.4055727554179567,1,2.021671826625387,23,13,-1.6142472221864275,6.016088124897326,13,16,-1.5385494443596426,8.2464931189161,13,20,-2.4116929954380621,-2.0047209905620305
7,0.2789473684210526,1,3.8473684210526318,15,22,-2.819842099193151,-2.0203050891044216,9,7,-1.6506263125071339,-4.533198277299945,16,13,-2.7610862764774282,-2.5495097567963922
5,0.5824561403508772,1,2.168421052631579,18,11,2.1587989303424644,-5.923681287847955,10,4,-1.8370483759458218,-8.631702438235951,14,23,2.201875714266226,8.86341303917108
1,0.7631578947368421,1,9.552631578947368,16,4,1.4056476493802696,-6.082762530298219,15,14,-2.4329663814621232,6.046693311223912,13,23,1.5707963267948966,2.23606797749979
9,0.46153846153846156,2,2.7125506072874495,8,8,-1.7247409912532465,-5.63658683168379,18,16,-1.4940244355251184,7.267220926874317,20,24,-1.7506498265873749,5.669270235224284
0,0.47678018575851394,2,1.9504643962848298,23,16,-2.046865657117658,8.320125587749164,9,23,1.7681918866447774,5.796081182699761,15,4,-1.6914199953749993,-6.149186938124422
2,0.25757575757575757,1,3.702020202020202,15,14,1.7506498265873749,-5.669270235224284,13,8,1.9513027039072615,-2.603416558635551,21,17,3.1415926535897931,-2.012307808474985
2,0.3609022556390977,1,2.5864661654135337,19,18,-2.9441970937399127,-3.0123711865056166,11,5,2.4805494847391065,-5.33607130994268,13,19,-1.8370483759458218,4.110829569939191
3,0.45263157894736844,1,2.2982456140350878,12,5,2.6224465393432705,-8.032989830681643,12,24,-2.6011731533192091,3.607717422415453,10,14,-1.3068326031691919,-55.66395899826877
9,0.45933014354066987,1,3.291866028708134,16,17,-1.6295521495106193,8.874260532573967,11,21,-2.8785979219088738,-0.8007712331878805,16,8,-2.9229237077158516,-0.7120003121097953
1,0.4631578947368421,1,7.7894736842105265,16,10,-1.7681918866447774,1.943650631615098,13,13,-2.6011731533192091,-1.118033988749895,12,21,2.819842099193151,1.5206906325745548
1,0.4449760765550239,1,3.3062200956937797,17,16,1.9513027039072615,-20.082474576704097,12,14,2.0344439357957027,2.8793777672494825,11,6,2.3561944901923448,2.1081851067789192
1,0.2598684210526316,1,2.3190789473684212,8,18,-2.2142974355881808,-1.8027756377319932,20,7,-2.2142974355881808,-1.8027756377319946,12,18,1.3734007669450157,8.112540142985385
5,0.39628482972136225,1,2.0309597523219813,15,24,-1.849095985800008,3.9863046797754937,6,10,-1.6295521495106193,-8.87426053257397,18,10,2.6011731533192091,3.607717422415453
0,0.49473684210526314,2,2.256140350877193,24,12,-1.9832067683922838,12.165525060596439,10,9,-2.5438342619967114,-2.403700850309326,8,21,1.9138202672155999,9.578630610141982
6,0.48355263157894735,2,2.0953947368421053,9,18,2.0344439357957027,4.556350576778788,13,9,-2.1587989303424644,2.5,15,14,-1.4288992721907325,-5.37806760008752
3,0.47368421052631576,1,3.6526315789473682,14,23,-2.0481417091685685,3.966901059056764,15,4,1.7561442767905913,-8.19515062870479,15,11,1.4464413322481351,-12.292725943057187
4,0.41729323308270677,1,2.530075187969925,17,13,-2.0899424410414196,-10.564615994493654,18,16,1.643836892098016,-5.6083773593561155,7,12,2.2142974355881808,5.270462766947299
8,0.541795665634675,3,1.8854489164086687,11,15,1.5152978215491797,9.576572654225147,8,6,-1.9756881130799799,-4.272294465506797,22,19,1.4254863161591944,-4.690231508671857
1,0.4269005847953216,1,4.157894736842105,12,23,-1.7681918866447774,2.401171589037318,14,7,-2.0344439357957027,-3.1622776601683795,11,17,1.6142472221864275,11.589495513179164
0,0.4152046783625731,2,4.169590643274854,12,9,1.6539375586833378,5.031152949374527,10,15,2.8345469215710026,-10.029542161850229,19,19,-2.0899424410414196,4.148583348765323
3,0.3684210526315789,1,2.210526315789474,17,19,-1.317902261699299,7.759881784287854,16,4,-2.0899424410414196,-7.1386273190298954,11,23,-2.399645385583876,16.548744567052882
9,0.49624060150375937,2,5.398496240601504,13,15,1.6738779353175968,14.57231965062529,9,12,-2.0344439357957027,-10.077822185373186,14,21,-2.9229237077158516,-0.7120003121097921
6,0.42382271468144045,2,1.7479224376731302,7,19,1.8195063158884195,4.949747468305833,9,6,-2.7367008673047097,-1.201850425154663,16,20,1.5707963267948966,15.245918028407658
2,0.481994459833795,1,1.6897506925207757,17,3,1.8513331185332185,-5.600514250623928,8,19,2.2794225989225665,-14.057732203692872,20,19,-2.0344439357957027,4.556350576778789
6,0.4868421052631579,3,2.9517543859649122,10,15,1.3415643935179011,8.207381501496753,10,22,1.6295521495106193,17.10461637203734,19,7,-2.2794225989225669,1.8223915910448856
4,0.28771929824561404,1,2.463157894736842,22,10,-2.459276098715045,1.5975746924507703,11,15,-1.9756881130799799,3.80058475033046,12,15,-1.5475447039844337,-4.719528710280885
7,0.5421052631578948,1,3.5842105263157893,9,8,-2.1587989303424644,-3.204001404494074,18,8,1.5374753309166493,-7.7308230480331135,11,17,-1.4677147182721964,-6.634961646413849
1,0.6666666666666666,1,13.087719298245615,13,21,2.819842099193151,1.5206906325745548,13,14,2.819842099193151,2.0203050891044216,14,6,-2.3561944901923448,-1.0416666666666656
4,0.4574898785425101,1,2.716599190283401,7,10,-1.9237867146218071,-6.612194122310013,14,21,-2.3561944901923448,-2.23606797749979,19,16,-1.5707963267948966,5.147815070493497
1,0.5263157894736842,1,5.368421052631579,16,14,-2.1112158270654806,3.9000588692574207,15,18,1.5120405040791738,-8.617246917922477,15,6,-2.1112158270654806,-5.068968775248517
5,0.32388663967611336,1,2.8502024291497974,16,16,-1.4056476493802696,4.949747468305833,9,21,1.9359977765830696,8.668333173107735,20,8,-2.5535900500422257,-2.576941016011038
4,0.34349030470914127,1,1.8282548476454294,14,14,-1.6897966201776764,-6.910639944639314,18,8,-2.677945044588987,-2.5609845714702466,13,15,-1.5707963267948966,6.06298219413679
8,0.4105263157894737,3,2.3403508771929826,13,10,1.8157749899217608,10.16394535227177,13,11,-1.4977557614917771,-7.783765568663765,10,17,-1.1902899496825317,-12.88470508005519
9,0.44019138755980863,2,3.311004784688995,10,8,-1.849095985800008,-3.9863046797754937,16,18,-1.3597029935721501,7.660222734730303,15,21,-2.1763409903998667,3.3800510200230978
2,0.37320574162679426,2,3.3779904306220097,11,4,-1.9614033704925835,-4.420066718491743,8,23,1.3521273809209546,9.21954445729289,19,10,-2.1730836729298608,8.131156281817416
9,0.391812865497076,2,4.192982456140351,10,7,-2.0131705497716417,-2.473245730703772,18,21,1.695151321341658,-8.110350040397625,9,13,1.3694792184202558,24.650770653818523
9,0.42105263157894735,3,2.7530364372469633,14,21,-2.6011731533192091,2.6100766272276377,13,15,-1.5707963267948966,8.707347542998837,14,7,-1.2949904282063742,-6.250012499987498
8,0.31203007518796994,3,2.6353383458646618,13,14,1.7359450042095235,-24.098969492044933,13,11,1.9693187724613168,5.1159065667777766,15,15,1.6046816566990141,-10.192477284977144
9,0.3643724696356275,2,2.8097165991902835,18,7,1.695151321341658,-4.166666666666667,18,18,-1.8925468811915387,18.0742271190337,14,15,-1.5374753309166493,7.7308230480331135
6,0.28792569659442724,2,2.1393188854489162,17,15,1.8123620338902224,-5.332394688083784,6,8,2.9441970937399122,2.5124689052802225,17,14,1.5707963267948966,12.626906806902634
3,0.3543859649122807,2,2.3964912280701753,18,24,-1.5707963267948966,15.245918028407651,17,11,1.800028260071892,-10.307764064044152,13,10,-1.5464109176221781,10.500036743028009
6,0.4070175438596491,2,2.343859649122807,12,21,-1.4876550949064553,8.246211251235321,14,5,-2.4980915447965089,-1.708416291332355,13,16,-2.060753653048625,-3.004626062886657
4,0.32748538011695905,1,4.257309941520468,16,15,1.5707963267948966,-4.924428900898052,16,12,-2.4393357220807861,-5.5428022019552525,9,11,-2.677945044588987,-2.5913077843162227
6,0.4868421052631579,1,4.671052631578948,10,16,2.4805494847391065,7.043077329662435,14,17,-2.4116929954380621,-2.0047209905620247,12,5,-2.3561944901923448,-1.8715955487121634
2,0.4493927125506073,2,2.7246963562753037,7,13,-1.7126933813990606,-4.650688793071409,19,10,-1.1466019188911301,-46.69175339083706,12,7,2.399645385583876,-16.548744567052875
9,0.4473684210526316,2,2.5,14,13,-1.3734007669450157,4.555978977612213,14,22,-2.5535900500422257,1.8303342472865793,14,7,-1.3734007669450157,-7.826237921249264
1,0.5052631578947369,1,7.747368421052632,15,6,-2.0344439357957027,-1.6770509831248424,12,21,2.819842099193151,1.5206906325745548,13,15,-2.2794225989225665,-3.607717422415453
2,0.43213296398891965,2,1.739612188365651,8,5,-2.2355708216122423,-3.5121869029336494,9,23,1.5464109176221781,10.500036743028014,16,19,1.8582595322801785,8.883400318267972
0,0.4276315789473684,2,2.151315789473684,7,16,-1.6598459094293943,-14.193112570695842,12,10,-2.6224465393432705,-1.7938165396098267,23,13,-2.3049573227889262,5.362118181328396
5,0.5497076023391813,1,1.7426900584795322,11,4,-1.9437840485949576,-7.326848168321265,16,21,1.643836892098016,8.785598759454594,8,23,2.0344439357957027,5.633333333333332
9,0.3717105263157895,3,2.2072368421052633,12,16,-1.7681918866447774,4.575835618216444,21,8,1.5464109176221781,-10.50003674302801,15,20,-2.6320003887808676,2.087071577257246
2,0.4055727554179567,1,2.021671826625387,13,21,-1.772821483198489,5.117962535894985,15,3,1.9693187724613168,-9.655748084658182,19,22,2.5636907166275478,7.537406715840653
7,0.2953216374269006,1,1.9970760233918128,17,15,1.4056476493802696,15.29705854077835,12,20,-2.9304993203670469,-0.761984696711995,9,13,-2.5948038127005457,1.4583333333333335
7,0.3444976076555024,1,3.4066985645933014,16,22,-2.4980915447965089,2.1360009363293826,9,7,-2.1587989303424644,-2.7199189663799688,18,13,-2.3329428673818819,5.608921464952064
2,0.4239766081871345,3,1.868421052631579,13,19,-1.6142472221864275,6.292325817814178,14,17,-2.0619599250811573,-21.574523620336198,20,13,-1.4565419988334569,10.614311617392392
8,0.4440789473684211,4,2.1348684210526314,10,9,-1.7894652726688385,-6.324555320336759,16,5,-1.4601391056210009,-6.155536126122565,14,23,-1.7894652726688385,5.3814496188294845
8,0.4688995215311005,3,3.2822966507177034,9,11,-2.0205559398647357,-3.317480823206922,9,20,-1.5707963267948966,-6.324555320336759,16,5,-1.940129984468522,-3.5462726041177453
5,0.4070175438596491,1,2.343859649122807,16,11,2.2794225989225669,-4.965883607174056,9,5,-1.9513027039072615,-4.943064261925054,17,23,-2.2218730482393765,10.623533661434001
0,0.6175438596491228,2,2.1333333333333333,16,5,2.0419625911080068,-13.405887715619095,7,16,2.3561944901923448,4.838984700223187,19,19,-2.5498164830482906,2.586346146696634
6,0.44534412955465585,3,2.7287449392712553,14,14,-1.5707963267948966,-4.546943355436819,13,7,-2.8473580884786056,-0.9718253158075522,8,19,1.7561442767905913,8.19515062870479
0,0.7120743034055728,2,1.715170278637771,4,20,1.6262948320406134,12.315382213039696,17,5,1.972376866903776,-7.751592989673221,19,21,-2.1587989303424644,4.166666666666667
0,0.42105263157894735,2,2.7530364372469633,18,18,-2.368242100046531,2.943027709826405,7,17,-2.1408367904946068,-6.700046641628698,17,3,1.0996300624817867,-26.706228791238946
2,0.45933014354066987,2,3.291866028708134,11,22,1.7126933813990606,5.745167051047729,14,16,1.9956284897142391,10.644834428021884,9,7,1.8925468811915387,3.263902759655962
9,0.3522267206477733,2,2.8218623481781377,7,7,-1.3771743339389511,-8.959786703810408,11,15,1.4442041995149244,7.523433043038691,17,22,2.5535900500422257,2.080031396937285
0,0.3684210526315789,2,1.9239766081871346,6,23,1.5883383868522991,5.7087895194846485,10,6,-1.6295521495106193,-7.801376861400576,23,16,-2.129395642138459,4.6967192376842295
4,0.37543859649122807,1,2.375438596491228,19,16,-1.4711276743037345,6.73145600891813,6,14,1.707198931195844,5.107864306907318,20,18,1.7506498265873749,-5.669270235224284
7,0.3379501385041551,1,1.8337950138504155,16,9,-1.7126933813990606,-4.650688793071409,10,21,-2.5672878234150915,-1.918173025329583,8,9,-2.4980915447965089,-3.62783089804271
7,0.3368421052631579,1,2.414035087719298,17,6,-1.8370483759458218,-3.725258517258656,10,23,-2.4980915447965089,1.7084162913323535,13,9,-2.1587989303424644,4.638493828819868
1,1.2982456140350878,1,12.456140350877194,15,17,-1.5707963267948966,3.8078865529319574,12,8,1.6475682180646747,3.5003571246374277,15,18,1.5707963267948966,-2.9154759474226504
5,0.5789473684210527,1,4.005847953216374,11,5,-1.8157749899217608,-3.913118960624632,15,24,-2.0491487581735544,4.743416490252569,16,11,1.8157749899217608,-4.6828423361970035
7,0.2755417956656347,1,2.151702786377709,20,15,-1.4141944498128811,9.918291183465021,17,20,-2.4980915447965089,-3.132091952673159,10,11,-1.2490457723982544,9.360141286217809
9,0.4055727554179567,3,2.021671826625387,15,18,1.8347600504206012,12.613318555743456,18,7,2.4429328288683299,-7.138627319029901,10,22,-2.819842099193151,-0.8333333333333315
4,0.3894736842105263,1,2.3614035087719296,19,9,-2.8785979219088738,-0.800771233187876,8,11,-2.2455372690184494,-3.8446055370528214,10,18,-1.4288992721907325,-6.309714732061981
6,0.44019138755980863,2,3.311004784688995,9,15,2.4668517113662407,2.692582403567252,9,5,2.8966139904629289,2.0155644370746373,20,17,-1.6539375586833378,5.031152949374527
1,0.3458646616541353,1,2.601503759398496,8,20,-1.8925468811915387,-9.091372900969898,17,13,-1.5120405040791738,4.17827227256356,19,11,-1.4464413322481351,3.6055512754639922
5,0.4331983805668016,2,2.7408906882591095,20,8,-1.1902899496825317,4.802343178074636,10,21,2.0344439357957027,4.081666326391711,10,14,1.3439974787410107,11.310332051319758
7,0.5029239766081871,1,4.081871345029239,12,9,2.1587989303424644,2.23606797749979,11,21,-2.1112158270654806,-3.9000588692574207,18,15,-2.3561944901923448,3.1622776601683795
6,0.39097744360902253,2,2.556390977443609,13,21,1.3909428270024182,5.40717588214108,7,18,1.6010900867136717,11.338540470448567,16,3,-2.2694561515163598,-4.350127712046066
5,0.3894736842105263,1,2.3614035087719296,9,16,1.209592571301215,10.062305898749054,18,6,-2.5535900500422257,-2.576941016011038,11,21,2.3441468803381591,10.606601717798224
0,0.34349030470914127,2,1.8282548476454294,6,17,-2.5535900500422257,-3.1622776601683795,20,4,1.4940244355251184,-26.26396615835748,20,21,-2.2078666560705802,3.5355339059327378
4,0.3628808864265928,1,1.8088642659279779,12,16,-1.3521273809209546,-9.693296652842108,11,17,-1.4141944498128811,19.223537101642478,23,8,2.0344439357957027,-12.073846850849888
8,0.4269005847953216,4,1.8654970760233918,14,17,-1.695151321341658,-3.9324915506480567,15,12,-1.5707963267948966,-4.47213595499958,14,13,-1.3521273809209546,7.21110255092798
7,0.4404432132963989,1,1.7313019390581716,15,13,1.7126933813990606,35.10339756647579,15,18,-2.0344439357957027,5.999921104017776,15,14,-1.5707963267948966,-5.220153254455275
6,0.6666666666666666,2,3.91812865497076,10,21,1.9513027039072615,4.003856165939389,11,9,-2.3561944901923448,-2.7950849718747373,19,15,2.2794225989225665,-14.057732203692877
1,0.4019138755980861,1,3.349282296650718,10,24,-1.8157749899217608,1.6666666666666685,13,12,-1.8449637779145553,-3.3333333333333326,14,9,-1.7681918866447772,-5.200078492343227
8,0.38421052631578945,3,3.7421052631578946,18,13,-2.1112158270654806,2.9481191037676906,14,21,-1.6539375586833378,6.240094190811873,19,8,-1.5232132235179132,3.3616402246522465
7,0.2932330827067669,1,2.654135338345865,13,8,-1.5232132235179132,-7.378647873726218,8,10,-2.4329663814621232,6.046693311223912,14,22,2.4805494847391065,7.043077329662435
3,0.3087719298245614,1,2.442105263157895,11,12,1.553254266737494,9.792375860841943,15,4,1.7894652726688385,-9.178235124467012,7,23,1.9237867146218068,6.564646386934433
7,0.39649122807017545,1,2.354385964912281,5,8,-1.4056476493802696,-4.949747468305833,19,8,1.4601391056210009,-6.1773780845922035,17,24,-2.0724003809840172,5.394158362937115
3,0.29473684210526313,1,2.456140350877193,14,4,2.0778948311872334,-7.062301994920325,11,23,2.5360479899848229,6.829414496636147,17,19,-1.2571756745781983,12.876378027656347
1,0.7368421052631579,1,7.515789473684211,13,10,1.8925468811915387,3.263902759655961,15,18,-1.5707963267948966,3.8078865529319574,14,23,-1.4940244355251184,2.708333333333333
0,0.6160990712074303,2,1.8111455108359134,19,5,1.695151321341658,-16.220700080795254,5,20,1.5707963267948966,29.100520232081383,20,18,-2.5175696006130366,2.5
3,0.4502923976608187,1,4.1345029239766085,13,13,1.8925468811915387,5.270462766947299,15,4,1.8370483759458218,-3.9892144840239543,14,23,-2.1587989303424644,4.216370213557842
4,0.2693498452012384,1,2.1578947368421053,20,8,-2.7547169358587653,-1.044032178036438,7,13,-2.6011731533192091,-1.4150971698084904,9,16,-2.0576955586061656,-3.8118601466708846
5,0.2591093117408907,1,2.91497975708502,15,16,2.2494588175432093,-4.12324655945805,20,14,-1.8473102734123708,18.687822074215898,9,20,2.819842099193151,-1.5206906325745548
4,0.24458204334365324,1,2.1826625386996903,13,16,-1.7126933813990606,4.242640687119285,20,9,-2.8785979219088738,-0.8007712331878742,16,19,-2.5535900500422257,1.943650631615098
0,0.4849624060150376,2,2.462406015037594,7,20,1.6756732655251305,9.846969580401646,20,18,-2.2655346029915999,4.405483404085032,19,10,-1.8105394356653532,4.5069390943299865
5,0.5046439628482973,1,1.9226006191950464,10,14,2.280865599364005,5.115906566777778,10,23,2.1910458127777184,3.5559285846559905,17,10,2.6011731533192091,3.607717422415453
4,0.3545706371191136,1,1.817174515235457,10,19,-2.6642472712161216,-1.6770509831248424,12,14,-1.8925468811915387,3.292694449033175,18,9,-2.368242100046531,-2.9430277098264033
0,0.44272445820433437,4,1.9845201238390093,7,14,1.5707963267948966,-12.704931690339714,12,16,-1.7681918866447774,4.233248315066655,21,13,-2.7996428266120836,1.6770509831248424
3,0.42105263157894735,1,3.3301435406698565,20,16,-2.2694561515163598,4.350127712046054,10,23,1.4056476493802696,4.47213595499958,17,11,-1.6295521495106193,8.874260532573967
5,0.3498452012383901,1,2.0773993808049536,9,14,1.6718996985311951,11.853928673650774,22,9,-1.9936502529278375,5.153882032022076,9,23,1.7539071440573806,9.3287080235384
1,0.49707602339181284,1,4.087719298245614,16,12,1.6142472221864275,-11.589495513179164,17,11,-1.4141944498128811,3.0414840127806033,9,20,-2.1587989303424644,-2.23606797749979
0,0.39649122807017545,2,2.354385964912281,8,23,1.695151321341658,8.43274042711568,21,13,2.4584012082995983,-17.54458605952275,11,9,-2.6546934217785241,-2.143559122983742
8,0.3805668016194332,4,2.7935222672064777,15,21,-1.849095985800008,3.986304679775495,11,7,-2.0344439357957027,-4.081666326391711,20,10,-2.4668517113662407,3.1921908847417155
3,0.5228070175438596,1,2.2280701754385963,12,14,1.553254266737494,57.12652623781705,11,6,-2.7430702079233731,-2.1081851067789197,12,24,-2.2419401622309056,8.617246917922474
7,0.3441295546558704,1,2.8299595141700404,12,7,-2.4805494847391065,-7.043077329662435,21,12,-1.7894652726688385,7.7739233529486675,10,22,-2.677945044588987,-1.0975648163443938
