digit,fill_rate,inv_clusters,enclosed_ratio,h_sym,v_sym,di1,di2,a0,d0,a1,d1,a2,d2,a3,d3,a4,d4,a5,d5,a6,d6,a7,d7,a8,d8,a9,d9,a10,d10,a11,d11,a12,d12,a13,d13,a14,d14,a15,d15,a16,d16,a17,d17,a18,d18,a19,d19,a20,d20,a21,d21,a22,d22,a23,d23,a24,d24
1,0.5578947368421052,1,7.6947368421052635,0.78125,0.9655172413793104,0.5555555555555556,1.15,0,0,0,0,0,0,0,0,1.7894652726688385,-4.589117562233507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4056476493802696,-6.082762530298219,-1.8925468811915387,2.7950849718747373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.4415204678362573,1,1.8508771929824561,0.46226415094339623,1.3134328358208955,0.660377358490566,3.7857142857142856,2.0032041023654346,-6.6585598858226405,0,0,0,0,0,0,0,0,0,0,0,0,1.8471236017699617,5.177832523211788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.886766598747877,13.179318815646145,0,0
3,0.4298245614035088,1,1.8625730994152048,0.6413043478260869,0.9868421052631579,0.6304347826086957,1.5333333333333334,0,0,-1.7894652726688385,-7.182429490668861,0,0,1.2742505177251962,-14.23024947075771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2281854315191483,9.688137075826287,0,0,0,0
1,0.3333333333333333,1,6.543859649122807,0.5,0.9090909090909091,0.1111111111111111,1.4615384615384615,0,0,0,0,0,0,-3.1415926325163688,-0.0,0,0,0,0,0,0,-1.7359450042095235,-2.23606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.677945044588987,-0.7774602526460412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.5526315789473685,2,2.026315789473684,1.4927536231884058,1.0476190476190477,1.5757575757575757,0.7058823529411765,0,0,0,0,1.6304270399260659,-7.359673456643967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1587989303424644,-3.9868067546814387,0,0,0,0,0,0,0,0,0,0,0,0,-2.3561944901923448,-3.162277660168376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.43962848297213625,2,1.9876160990712075,0.8024691358024691,0.7804878048780488,0.5,0.9791666666666666,0,0,0,0,-2.2794225989225669,-3.473110997362451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3452059215096113,4.170542415115952,0,0,0,0,0,0,0,0,0,0,0,0,1.3258176636680323,6.666666666666669,0,0,0,0,0,0,0,0
7,0.27751196172248804,1,3.473684210526316,0.8787878787878788,1.8181818181818181,2.0,1.7333333333333334,0,0,-2.4980915447965089,-2.1360009363293826,0,0,0,0,-2.4668517113662407,2.692582403567252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7430702079233731,1.118033988749895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5727554179566563,2,1.8544891640866874,1.1,0.7830188679245284,0.8852459016393442,0.6444444444444445,0,0,0,0,2.6546934217785245,-9.031195934094221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5461099847392972,6.363961030678928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8370483759458218,13.12466930800333,0,0,0,0
8,0.38596491228070173,3,2.364912280701754,1.150943396226415,1.0727272727272728,1.3529411764705883,0.9473684210526315,0,0,0,0,-1.8692952583810758,-5.711985369335618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5535900500422257,-1.8303342472865793,0,0,-1.8804992713373527,6.650397676545242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.3391812865497076,2,1.9532163742690059,0.9047619047619048,0.36363636363636365,0.225,0.4791666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9521124957086462,0.8602325267042606,0,0,0,0,1.6220334941983154,-6.85160159703149,0,0,0,0,0,0,0,0,0,0,0,0,-1.6359214901292825,6.19293952820468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.42105263157894735,1,2.329824561403509,1.530612244897959,0.8507462686567164,1.4,0.6170212765957447,0,0,0,0,0,0,-1.4801364395941514,7.601169500660922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2794225989225665,-3.607717422415453,0,0,0,0,-1.7975951748487824,5.270462766947297,0,0,0,0,0,0
0,0.5290858725761773,2,1.6426592797783934,1.1428571428571428,1.1910112359550562,1.375,1.0408163265306123,0,0,-1.8157749899217608,-13.636020060263192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8646656618273643,5.708789519484649,0,0,0,0,0,0,-1.8650308919060843,6.149186938124422,0,0,0,0,0,0,0,0,0,0
2,0.3622291021671827,1,2.065015479876161,0.9516129032258065,1.0862068965517242,1.0333333333333334,1.1428571428571428,-2.4980915447965089,-3.1320919526731648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6043079392890216,2.1032382440206603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3561944901923448,4.838984700223187,0,0,0,0
3,0.34210526315789475,1,1.9502923976608186,0.34444444444444444,1.42,0.3870967741935484,3.1052631578947367,0,0,0,0,2.6011731533192091,-3.607717422415453,1.5707963267948966,-6.349872472599984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.733103760517166,3.038303648831038,0,0,0,0
6,0.5406698564593302,1,3.210526315789474,2.342857142857143,0.4444444444444444,1.0294117647058822,0.02127659574468085,0,0,-2.0344439357957027,2.8793777672494825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6475682180646747,4.714526208391946,1.6614562139956417,4.833218389437827,0,0,0,0,0,0,0,0
9,0.45933014354066987,2,3.291866028708134,0.9607843137254902,2.125,3.4285714285714284,1.76,0,0,0,0,0,0,0,0,1.4464413322481351,-5.80249379494393,0,0,0,0,0,0,0,0,1.3876855095324125,-9.486832980505138,0,0,0,0,0,0,0,0,0,0,0,0,-2.2142974355881808,2.3035022137995855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.569377990430622,2,3.1818181818181817,1.05,2.0,2.466666666666667,1.7307692307692308,1.4501726582147938,5.797509043642029,0,0,0,0,0,0,0,0,1.9756881130799799,10.581713294641846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5360479899848229,1.8027756377319946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.3980263157894737,1,2.1809210526315788,0.358695652173913,2.2051282051282053,0.8421052631578947,54.0,-1.7861540264926346,-4.47213595499958,0,0,0,0,0,0,1.4464413322481351,-5.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6814535479687922,4.118252056394797,0,0
8,0.34365325077399383,3,2.08359133126935,1.2549019607843137,1.3,3.0,1.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3597029935721501,10.823152267246359,0,0,1.3734007669450159,-10.307764064044152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.41148325358851673,2,3.339712918660287,0.6666666666666666,1.0930232558139534,0.7407407407407407,1.6875,0,0,0,0,1.5495229407708353,-6.429115509505791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4288992721907325,5.1613951602255765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9441970937399127,3.0123711865056166,0,0,0,0,0,0,0,0,0,0,0,0
4,0.3622291021671827,1,2.065015479876161,1.0166666666666666,1.75,1.8095238095238095,1.6956521739130435,0,0,0,0,0,0,0,0,0,0,0,0,-1.7706249718678868,8.464174414596503,-1.6738779353175968,-6.371060604258959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3561944901923448,2.23606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.4574898785425101,2,2.716599190283401,1.25,1.6590909090909092,2.6153846153846154,1.2580645161290323,0,0,0,0,0,0,0,0,1.6756732655251305,-19.09476368012969,-1.7161063374305987,-7.082907943797678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.4070175438596491,2,2.343859649122807,2.6363636363636362,0.9672131147540983,3.6,0.45098039215686275,2.2218730482393765,-3.68932393686311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8157749899217608,10.163945352271767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7051177687478651,9.47564291443991,0,0,0,0,0,0
1,0.4842105263157895,1,7.768421052631579,2.8461538461538463,0.7857142857142857,1.75,0.0625,-2.5535900500422257,-2.080031396937291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5748634360662868,1.5152288168283161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5707963267948966,-2.5,0,0,0,0,0,0,0,0,0,0
3,0.45933014354066987,1,3.291866028708134,0.6129032258064516,1.2727272727272727,0.7391304347826086,1.8571428571428572,0,0,0,0,0,0,1.6475682180646747,-9.987839828733964,0,0,0,0,0,0,0,0,0,0,1.2120256565243244,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6183794300718799,10.672142619885356,0,0,0,0,0,0,0,0
1,0.5789473684210527,1,7.673684210526316,1.0344827586206897,0.84375,0.7142857142857143,0.88,0,0,0,0,0,0,0,0,-2.3561944901923448,1.6155494421403511,0,0,-1.4464413322481351,-6.18465843842649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5707963267948966,2.692582403567252,0,0,0,0,0,0
1,0.3391812865497076,1,4.245614035087719,0.7222222222222222,0.9375,0.14285714285714285,1.16,0,0,0,0,-1.7126933813990606,-7.096556285347924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3561944901923448,1.8715955487121634,0,0,0,0,-2.1587989303424644,-1.7492855684535913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.3263157894736842,1,2.424561403508772,0.7636363636363637,1.5526315789473684,1.2,1.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9513027039072615,4.47213595499958,0,0,-1.7247409912532465,5.6365868316837915,0,0,0,0,0,0,0,0,0,0,-2.5636907166275478,7.5374067158406675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.45454545454545453,2,3.2966507177033493,0.8,1.3571428571428572,1.0952380952380953,1.619047619047619,0,0,-1.5707963267948966,-7.9056941504209455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2765617616837088,-16.66751698511147,0,0,0,0,0,0,-2.6011731533192091,3.109569341179467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.087719298245614,1,12.666666666666666,0.6923076923076923,0.9411764705882353,0.6111111111111112,1.3125,0,0,1.5707963267948966,2.692582403567252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5707963267948966,3.1622776601683795,0,0,0,0,0,0,2.1112158270654806,5.068968775248517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.3355263157894737,1,2.2434210526315788,0.8275862068965517,0.65625,0.6,0.75,0,0,0,0,0,0,-2.8966139904629289,-2.5153847605937267,0,0,0,0,0,0,0,0,0,0,0,0,1.469692955058598,11.853928673650774,-1.4464413322481351,-12.237646832622683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.38011695906432746,2,1.912280701754386,0.4725274725274725,0.9705882352941176,0.4444444444444444,2.0,0,0,0,0,0,0,0,0,1.3499675570655483,-24.622195271746182,0,0,0,0,0,0,0,0,0,0,0,0,-1.4168516623365466,6.041666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5707963267948966,11.229000398703628,0,0,0,0,0,0,0,0,0,0
2,0.3765182186234818,1,2.7975708502024292,2.5925925925925926,0.5396825396825397,1.2692307692307692,0.02702702702702703,0,0,1.7126933813990606,-5.745167051047729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5707963267948966,4.546943355436816,0,0,2.4805494847391065,7.043077329662435,0,0
6,0.4868421052631579,2,2.9517543859649122,1.0535714285714286,0.4935064935064935,0.45454545454545453,0.5227272727272727,0,0,0,0,-2.5948038127005457,-1.4583333333333344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2318394956455836,-6.18465843842649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4288992721907325,5.038911092686593,0,0,0,0,0,0
3,0.36403508771929827,1,3.074561403508772,0.4745762711864407,0.9772727272727273,0.4482758620689655,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6506263125071339,-6.731456008918132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7894652726688385,13.686215693170986,0,0
7,0.3562753036437247,1,2.817813765182186,0.3142857142857143,1.5555555555555556,0.6,35.0,-2.5535900500422257,-2.576941016011038,0,0,0,0,0,0,2.1587989303424644,-4.2163702135578385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3239476077570913,-2.23606797749979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.26720647773279355,1,2.9068825910931175,1.1875,1.8,4.25,1.3333333333333333,0,0,-2.2355708216122423,-3.512186902933648,0,0,0,0,0,0,0,0,0,0,-2.819842099193151,-0.7373421657465082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.819842099193151,-0.7373421657465132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.4055727554179567,1,2.021671826625387,1.0454545454545454,1.7551020408163265,2.111111111111111,1.5483870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6142472221864275,6.016088124897326,0,0,-1.5385494443596426,8.2464931189161,0,0,0,0,0,0,0,0,-2.4116929954380621,-2.0047209905620305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.2789473684210526,1,3.8473684210526318,0.46153846153846156,2.0,0.9444444444444444,21.0,-1.6506263125071339,-4.533198277299945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7610862764774282,-2.5495097567963922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.819842099193151,-2.0203050891044216,0,0,0,0,0,0,0,0,0,0,0,0
5,0.5824561403508772,1,2.168421052631579,1.0731707317073171,1.0987654320987654,1.148936170212766,1.0294117647058822,-1.8370483759458218,-8.631702438235951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1587989303424644,-5.923681287847955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.201875714266226,8.86341303917108,0,0,0,0,0,0
1,0.7631578947368421,1,9.552631578947368,0.34782608695652173,1.0,0.21052631578947367,2.25,0,0,0,0,0,0,0,0,1.4056476493802696,-6.082762530298219,0,0,0,0,0,0,0,0,0,0,2.4329663814621232,6.046693311223912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5707963267948966,2.692582403567252,0,0,0,0,0,0,0,0
9,0.46153846153846156,2,2.7125506072874495,0.7101449275362319,1.6222222222222222,1.1111111111111112,3.6666666666666665,-1.7247409912532465,-5.63658683168379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3734007669450157,7.826237921249264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7506498265873749,5.669270235224284
0,0.47678018575851394,2,1.9504643962848298,1.1066666666666667,0.8160919540229885,0.8888888888888888,0.7647058823529411,0,0,0,0,-1.6914199953749993,-6.149186938124422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.046865657117658,8.320125587749164,0,0,0,0,0,0,0,0,0,0,1.7681918866447774,5.796081182699761,0,0,0,0,0,0,0,0
2,0.25757575757575757,1,3.702020202020202,3.5833333333333335,0.4473684210526316,1.4545454545454546,0.037037037037037035,1.9513027039072615,-2.603416558635551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7506498265873749,-5.669270235224284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1415926535897931,-2.012307808474985,0,0
2,0.3609022556390977,1,2.5864661654135337,1.8571428571428572,0.6129032258064516,1.1304347826086956,0.3076923076923077,2.4805494847391065,-5.33607130994268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8370483759458218,4.110829569939191,-2.9441970937399127,-3.0123711865056166,0,0,0,0
3,0.45263157894736844,1,2.2982456140350878,0.5647058823529412,1.3333333333333333,0.7352941176470589,2.217391304347826,0,0,2.6224465393432705,-8.032989830681643,0,0,0,0,0,0,0,0,-1.3068326031691919,-55.66395899826877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6011731533192091,3.607717422415453,0,0,0,0,0,0
9,0.45933014354066987,1,3.291866028708134,1.4390243902439024,2.0303030303030303,7.5,1.2758620689655173,0,0,0,0,-2.8753406044388679,-1.0540925533894594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.501939837493852,10.092296291946866,0,0,0,0,0,0,-2.4668517113662407,2.188635067065801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.4631578947368421,1,7.7894736842105265,1.8235294117647058,1.1818181818181819,10.0,0.7619047619047619,0,0,0,0,0,0,-1.7681918866447774,1.943650631615098,0,0,-2.6011731533192091,-1.118033988749895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.819842099193151,1.5206906325745548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.4449760765550239,1,3.3062200956937797,2.03125,0.4696969696969697,0.967741935483871,0.02857142857142857,2.3561944901923448,2.1081851067789192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0344439357957027,2.8793777672494825,0,0,0,0,0,0,0,0,0,0,0,0,1.9513027039072615,-20.082474576704097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2598684210526316,1,2.3190789473684212,0.9302325581395349,0.8863636363636364,0.42857142857142855,0.972972972972973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8925468811915387,2.7950849718747373,0,0,0,0,0,0,0,0,0,0,0,0,-2.2142974355881808,-1.8027756377319932,1.3734007669450157,10.879675865519872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.39628482972136225,1,2.0309597523219813,1.8085106382978724,1.588235294117647,3.4285714285714284,0.8918918918918919,-1.6295521495106193,-8.87426053257397,0,0,2.6011731533192091,3.607717422415453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.849095985800008,3.9863046797754937,0,0,0,0,0,0
0,0.49473684210526314,2,2.256140350877193,1.1014492753623188,1.0138888888888888,1.1379310344827587,0.9302325581395349,-2.5438342619967114,-2.403700850309326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9832067683922838,12.165525060596439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9138202672155999,9.578630610141982,0,0,0,0,0,0,0,0
6,0.48355263157894735,2,2.0953947368421053,1.1884057971014492,0.3853211009174312,0.5263157894736842,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,-2.1587989303424644,2.5,0,0,0,0,0,0,0,0,0,0,-1.4288992721907325,-5.37806760008752,0,0,0,0,2.0344439357957027,4.556350576778788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.47368421052631576,1,3.6526315789473682,0.5409836065573771,0.7735849056603774,0.3939393939393939,1.4,0,0,0,0,0,0,1.7561442767905913,-8.19515062870479,0,0,0,0,0,0,0,0,1.4464413322481351,-12.292725943057187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0481417091685685,3.966901059056764,0,0,0,0
4,0.41729323308270677,1,2.530075187969925,0.6666666666666666,1.0909090909090908,0.8,2.4,0,0,0,0,0,0,0,0,0,0,2.2142974355881808,5.270462766947299,0,0,0,0,-2.0899424410414196,-10.564615994493654,0,0,0,0,0,0,0,0,1.6914199953749993,-5.7975090436420285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.541795665634675,3,1.8854489164086687,0.8842105263157894,1.2375,1.0634920634920635,1.8823529411764706,-1.9756881130799799,-4.272294465506797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5152978215491797,9.576572654225147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4254863161591944,-4.690231508671857,0,0,0,0,0,0,0,0,0,0
1,0.4269005847953216,1,4.157894736842105,0.9743589743589743,0.9743589743589743,0.8571428571428571,1.0,0,0,0,0,-2.0344439357957027,-3.1622776601683795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6142472221864275,11.589495513179164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5707963267948966,2.9154759474226504,0,0,0,0,0,0
